ISIN,Ticker,Unternehmensname,Sektor,Earnings Growth 0-100,Sales Growth 0-100,EPS Growth 0-100,Final Growth 0-100,Final Growth 0-100_Var2,Momentum12M 0-100,Momentum6M 0-100,Final Momentum 0-100,Final Momentum 0-100_Var2,Variability 0-100,Profitability 0-100,Leverage 0-100,Final Quality 0-100,Final Quality 0-100_Var2,EarningsYield 0-100,Valuation 0-100,Final Value 0-100,Final Value 0-100_Var2,Final Min_Vol 0-100
US1912161007,KO,The Coca-Cola Company,Consumer Defensive,47.80168484958509,26.95310273903592,5.855205721869651,37.33041127698042,31.07295617982233,32.52556478072422,19.75255331967986,26.068158828147816,26.13905905020204,92.62919034420273,60.78492043960468,76.48349732994625,77.09269333537998,72.67063213833958,29.00104167985377,9.817122221896607,17.33732192372961,19.40908195087519,100.0
US58933Y1055,MRK,"Merck & Co., Inc.",Healthcare,24.16004484402847,32.4574564845947,6.4925059142388335,28.21624080603822,23.94550171429704,11.007789559007882,14.99404283483798,13.02304302608007,13.00091619692293,78.69783249037835,53.06560266533554,82.44422737869581,68.00045396833177,66.81831629993631,55.7100841225794,16.728681914586364,34.67372481632668,36.21938301858288,82.11938210717638
US17275R1023,CSCO,"Cisco Systems, Inc.",Technology,39.73861433451872,18.29592897743348,5.994935474024123,29.57302061970645,24.412804419585704,46.82072586024153,55.90540207967216,51.41349104138106,51.36306396995685,92.84638827088092,58.017706639314056,89.7697978490655,79.76196510670707,74.66289984964362,32.36714436215772,13.943505553974791,21.18038910022852,23.15532495806625,92.08768013460424
US81762P1021,NOW,"ServiceNow, Inc.",Technology,67.62599253903478,46.01794539466245,11.163992994144678,57.15458425526735,47.69037377230783,49.52490005769683,53.96793983463669,51.77108229832557,51.74641994616676,75.28009682414886,44.89863921874056,89.60264124348501,62.94990042895753,63.67000412627875,11.394342544546456,7.844073940511049,7.224857567798211,9.619208242528751,52.189048154328496
IE00B4BNMY34,ACN,Accenture plc,Technology,46.86257213783773,40.80171028807765,6.687984807790534,43.19934433318352,36.403309931924255,28.827923146580087,47.09463518971393,38.06267373308643,37.96127916814701,88.52694604842405,58.14341875993626,92.5396784637603,79.21653716110862,74.33836550801422,24.1414808583852,12.13654403165032,16.00506670928626,18.13901244501776,77.03128430769144
CH0038863350,NESN.SW,Nestlé S.A.,Consumer Defensive,32.70173231709682,20.89437385050371,5.854266703464093,27.180852541219163,22.609295807733037,16.427640434641365,15.521327929490402,15.969453437510325,15.974484182065884,91.92996859211884,54.08324139048432,79.47899072322568,72.71788096477736,69.89386052407829,37.73172924066042,19.457943869489917,26.76425514740004,28.59483655507517,96.09014079590132
US0028241000,ABT,Abbott Laboratories,Healthcare,43.89673079164457,20.221560201585355,7.205164449756009,32.850391582466045,27.088349287243176,32.86400012931413,47.59428081052659,40.31090506978815,40.22914046992036,91.49674927704096,50.54607782920478,86.15177667629442,72.19541519589593,69.68517040293624,34.83351521317317,12.781989814298504,21.86452455713733,23.80775251373584,90.18670622486252
CH0012032048,ROG.SW,Roche Holding AG,Healthcare,30.16774565793356,16.462544912649655,6.021764904172081,24.029383944406213,19.856469209067704,46.86083605886064,31.87759925332367,39.28604895152757,39.36921765609216,92.95188021788093,66.03078122381359,83.42336500966958,83.73435412138495,77.10920191879441,37.23478044147281,14.817656963443346,24.143549334524657,26.02621870245808,91.43400129195167
US8835561023,TMO,Thermo Fisher Scientific Inc.,Healthcare,37.9106292425688,25.77388990521295,7.1942410724053465,32.315937091154034,26.91265587359377,29.666004526840567,29.316282437076424,29.48920225033139,29.491143481958492,94.14120850538268,50.62561253126494,82.01641993369643,71.7826527158964,69.35221337540224,24.558675606224163,13.626009471855518,16.979566807675656,19.09234253903984,87.19167540078708
GB0009895292,AZN.L,AstraZeneca PLC,Healthcare,50.45390401183312,34.106069246767554,7.378794583102083,42.25171795294384,35.299748220060685,37.78840259203256,16.49645504369146,27.02424182540934,27.14242881786201,87.51053714674735,42.34384545629348,83.44307869120054,63.39443612680401,63.91032668763371,5.649290591854447,16.36804266303305,8.595007232788179,11.008666627443748,82.06544320174164
US3696043013,GE,GE Aerospace,Industrials,63.90418834670364,5.151021056446485,10.427084283972482,37.140580478611376,29.707500618054542,72.86703744308029,51.51637694055763,62.07319429646536,62.19170719181896,87.16859000288626,40.60387311922724,87.6852136917359,63.43017842873224,64.01538748326917,21.26046717743589,12.72000546962802,14.812001682413348,16.990236323531956,62.31620021345567
US4592001014,IBM,International Business Machines Corporation,Technology,40.77431982316284,18.360909369866626,5.644688687001502,30.00826518018486,24.783029414612088,57.76324054856397,64.72213152875106,61.28131333631956,61.24268603865751,93.14964042504654,45.11666143684042,74.06430089007902,64.32575727645221,64.3618160472016,23.523415412100267,13.35914444096398,16.308121811416083,18.441279926532125,76.943270205365
IE000S9YS762,LIN,Linde plc,Basic Materials,51.690840000022135,20.33126604312856,7.0049148448671215,36.703047777024935,30.209825386233707,26.337489029882978,25.38132495310949,25.85409953165638,25.85940699149624,93.41073918991164,45.00802045605944,87.0970198585729,68.97496702538706,67.63094999015085,23.50215052790675,13.552007168701358,16.39536164121816,18.52707884830405,100.0
US5801351017,MCD,McDonald's Corporation,Consumer Cyclical,55.71923690532002,23.85001915544945,6.241009392401024,40.01266206075319,33.07590430278799,26.74938069866872,33.70894109662116,30.267791911100105,30.229160897644935,88.23439044934209,42.83245651204569,76.3277512361522,61.51422473449404,62.55676367739642,28.30860837350545,9.2357298345884,16.682998945947443,18.772169104046924,94.17430778541454
US2546871060,DIS,The Walt Disney Company,Communication Services,43.225343081417286,24.813672273464103,7.915059385594063,34.75041859926615,28.79861801907137,27.543601819388307,61.36612506353948,44.64260494751029,44.45486344146389,93.72728058070405,36.41722935224541,84.1762477632362,61.41971256856932,62.68449676210776,25.19434949572597,23.11396969413748,22.141317107866577,24.15415959493172,82.43458929460488
FR0000121014,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,62.31998793500397,45.73446460470728,7.334942049005104,53.22911581054859,44.68876942568553,14.855975481600732,38.35515937458635,26.736006311765344,26.605567428093543,80.59833499993991,52.75070072602187,83.92065608296532,68.99837615212661,67.50509813373723,28.540490803559376,14.165039711308298,19.313814723783,21.35276525743384,69.82250803018576
US7134481081,PEP,"PepsiCo, Inc.",Consumer Defensive,45.18008447548256,26.40549298156966,5.564792344747519,35.70105068667323,29.7471894517704,21.50117875864495,19.426471698438128,20.452308978695942,20.463825228541538,93.59488511177908,57.37263085084193,74.7492340114872,74.20404893370187,70.77234520623753,35.16869003171046,15.033403014970768,23.18471560482657,25.101046523340614,93.52044018878335
US46120E6023,ISRG,"Intuitive Surgical, Inc.",Healthcare,53.008367605292136,30.642339487897324,9.7673354791614,42.7273238760419,35.413749933108065,61.54183952834495,50.54956543330803,55.9846867464716,56.04570248082649,87.39689694046183,57.44376870837428,94.76905299235185,79.04311836569391,74.26337183739057,12.14776266829932,7.58845806939107,7.484375791182096,9.868110368845194,74.47190730090365
