ISIN,Ticker,Unternehmensname,Sektor,Final Growth Score,Composite Momentum Score,Quality Score,Value Score,Min Volatility Score
US1491231015,CAT,Caterpillar Inc.,Industrials,0.5608125210250026,-0.0702812399089451,0.1111365867824139,-0.1398331409020101,0.1127275691460298
GB0005405286,HSBA.L,HSBC Holdings plc,Financial Services,-0.5371788178489285,1.3956396940853093,0.0529941165223707,-0.528871298120352,0.6874762952075988
US0079031078,AMD,"Advanced Micro Devices, Inc.",Technology,-0.3164704252594981,-1.667432232379516,0.3060730787967398,-0.7166222512904873,-1.920181462916906
US0258161092,AXP,American Express Company,Financial Services,-0.1738166744397424,1.04297762506687,0.1726535775788803,-0.3731273406735785,0.4357281829998812
US00206R1023,T,AT&T Inc.,Communication Services,-0.6426726834794316,0.9884287436953964,-0.3164317761297161,0.6585798245747476,0.8069449784726954
CA7800871021,RY.TO,Royal Bank of Canada,Financial Services,-0.5431353701787061,0.5280629655193722,0.0373737283813432,-0.1957067327245431,1.3157266370163656
US92343V1044,VZ,Verizon Communications Inc.,Communication Services,-0.6492614639606651,-0.485924019020484,0.0661294368648275,1.0490453055958922,0.8514630242278936
US6174464486,MS,Morgan Stanley,Financial Services,-0.5598806657887202,1.711692713828009,0.0287539970659264,-0.3774231944764685,0.1215032540370536
US75513E1010,RTX,RTX Corporation,Industrials,-0.3415710837447848,0.5778810181718507,0.0287153514531843,-0.3465649858783266,0.9712222924700182
US4612021034,INTU,Intuit Inc.,Technology,0.1821791902048952,-0.7065843929420319,0.3473404709389049,-0.7481863451888887,-0.0199713715594594
AU000000CBA7,CBA.AX,Commonwealth Bank of Australia,Financial Services,-0.5859318944014733,0.8274990743962666,0.3192212050970631,-0.7658988155035003,0.9070122685965156
US78409V1044,SPGI,S&P Global Inc.,Financial Services,-0.2044173444190289,0.0353048455472642,1.082538078433083,-0.7305971768897066,1.2485649930396163
US8825081040,TXN,Texas Instruments Incorporated,Technology,0.0591017068143917,-0.5727079952256147,1.0694020510368607,-0.6814295248526488,-0.0940949904820354
US69608A1088,PLTR,Palantir Technologies Inc.,Technology,1.4461032965724991,3.0472880563909968,-1.5478417216977256,-1.1628921624410038,-3.148724207606451
DE0007236101,SIE.DE,Siemens Aktiengesellschaft,Industrials,-0.2409520985316344,0.4916212369690395,0.0803045698798398,-0.2269838317815281,0.3331162386709133
US09857L1089,BKNG,Booking Holdings Inc.,Consumer Cyclical,1.8622024376002104,0.858426069221564,-0.5519397908167472,-0.5885463900230963,0.1057624260261286
US09290D1019,BLK,"BlackRock, Inc.",Financial Services,-0.5039648670640129,0.7903880631987554,0.5033950248777126,-0.4097409384181104,0.7937239995865574
US1729674242,C,Citigroup Inc.,Financial Services,-0.4678945885755956,1.4174562763235228,-0.0796591190223485,0.3430191580667383,0.1040123684695785
US9078181081,UNP,Union Pacific Corporation,Industrials,-0.2852040377916999,-0.4884562074126126,0.5673961717278735,-0.3792219413698932,0.7941393515139658
US7170811035,PFE,Pfizer Inc.,Healthcare,-0.4863261794796695,-0.5472549575635646,0.1016993725011221,0.3449668493850284,0.4638545464953337
US0311621009,AMGN,Amgen Inc.,Healthcare,-0.5328393662665435,-0.663302661390083,0.7157176674340594,-0.4842938712271234,0.2061632532050201
US1011371077,BSX,Boston Scientific Corporation,Healthcare,-0.0131410536230754,1.2566284186951877,-0.0645575418876908,-0.8669405124772518,1.0900672773213662
US5486611073,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,-0.509090104044734,-0.111353479205885,0.2659349249429591,-0.3337457426259956,0.6061092462629024
US2358511028,DHR,Danaher Corporation,Healthcare,-0.3977133888808375,-1.1125736694348487,0.3362864453064214,-0.5387087334891892,0.3901483608072908
US65339F1012,NEE,"NextEra Energy, Inc.",Utilities,-0.251183922612331,-0.1054720287308332,0.0707731159344106,-0.1738250191251703,0.1632886967408343
US20030N1019,CMCSA,Comcast Corporation,Communication Services,-0.3767921526770245,-1.1765584227927963,0.0589657593467407,1.3222066937156345,0.2378233212089542
US7433151039,PGR,The Progressive Corporation,Financial Services,-0.3078014114668824,0.0520148213788604,0.1303259590337739,-0.1183317852839877,0.7381135838788603
US4385161066,HON,Honeywell International Inc.,Industrials,-0.3721482523961953,0.0876387683993524,0.4243126776339422,-0.3792103501657936,0.9034306732213586
US0382221051,AMAT,"Applied Materials, Inc.",Technology,-0.016850555148775,-0.8303690724302527,1.0472255286264864,-0.3584679541086348,-1.515189711240544
GB00B10RZP78,ULVR.L,Unilever PLC,Consumer Defensive,-0.1882858926583132,-0.1130845662793741,0.3430626758472958,-0.9046889506675933,1.2443911752972123
CA82509L1076,SHOP.TO,Shopify Inc.,Technology,-0.6264096177339284,2.388356193851623,-0.7340158686484035,-1.0507568905631366,-2.3922039835461333
JP3902900004,8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,-0.5463234833144968,1.040401659130667,0.0527998630124809,0.4081037950413475,-0.7762714990556984
JP3435000009,6758.T,Sony Group Corporation,Technology,-0.3105095197036001,0.8666387751757516,0.1752965678998003,-0.080415971070189,-0.3954943864633343
US8725401090,TJX,"The TJX Companies, Inc.",Consumer Cyclical,1.6614956317388718,0.2683772258033015,-0.1280624627043495,-0.5620057734575864,1.110069551174135
FR0000121972,SU.PA,Schneider Electric S.E.,Industrials,0.0646102814310092,0.100458838312767,0.1650503928605502,-0.5336862142714414,0.0401781902515364
US8636671013,SYK,Stryker Corporation,Healthcare,0.0321709245557418,0.0639124103365666,0.1490189599834392,-0.7429260548936938,0.9373658295590708
US09260D1072,BX,Blackstone Inc.,Financial Services,-0.7056957461286574,3.0472880563909968,0.1652387440016135,-0.7984857263478452,-0.1498414534356012
US20825C1045,COP,ConocoPhillips,Energy,1.576146805719167,-0.9325067432094674,-0.2937424958444683,0.40548722041591,0.5630380216524873
US8085131055,SCHW,The Charles Schwab Corporation,Financial Services,-0.4309381850199033,0.8200462245675001,0.3545182955447131,-0.1543453161216926,0.1449581743352647
IE00B8KQN827,ETN,Eaton Corporation plc,Industrials,0.0597212307248156,0.0284498268065141,0.1821893648870198,-0.5968644666595033,-0.4017559433032054
US0970231058,BA,The Boeing Company,Industrials,0.5407479652166832,-0.618791804105265,0.1239771440129555,-1.318360618720427,-0.3550329927704724
DE0008404005,ALV.DE,Allianz SE,Financial Services,-0.6020833529807411,0.4542190133814053,0.1237198539928992,0.6443847689327158,1.3157266370163656
US90353T1007,UBER,"Uber Technologies, Inc.",Technology,2.0292288475262583,-0.950140578669975,-1.77153611816335,-0.3350798009343443,-1.4246255373147731
FR0000120271,TTE.PA,TotalEnergies SE,Energy,0.7815380987460021,-0.668386378803201,-0.2691624321701267,1.550487275943209,0.9234135605568696
US2441991054,DE,Deere & Company,Industrials,-0.2045406560758717,0.8421385575818439,0.1549220867410791,-0.2000210182725519,0.3165304379222655
US8725901040,TMUS,"T-Mobile US, Inc.",Communication Services,-0.2106188886338145,0.8815615384233051,-0.1186684347477428,-0.3554384783013596,0.871230459805244
US8552441094,SBUX,Starbucks Corporation,Consumer Cyclical,-0.0264908189193844,0.2966713051982037,-0.1946824992897575,-0.6718530122166331,-1.035184828160914
AU000000BHP4,BHP.AX,BHP Group Limited,Basic Materials,-1.1913752423233614,-0.4738698565734671,0.5413574343842487,0.0984485636351953,0.7584568904656706
US3377381088,FI,"Fiserv, Inc.",Technology,-0.2351253858841447,1.0404584900823166,0.0601196883446816,-0.5584679164477312,0.8515450248120042
US0530151036,ADP,"Automatic Data Processing, Inc.",Technology,-0.2869543448949005,0.2989238702015026,0.8258491650985238,-0.655282491117295,1.256540771578999
FR0000120578,SAN.PA,Sanofi,Healthcare,-0.6757367626500455,0.0879618279352316,0.3130579279257617,0.0525800780436806,1.0267733824889798
US6974351057,PANW,"Palo Alto Networks, Inc.",Technology,1.3171195332688577,-0.0418427194393686,-0.8020381785019237,-0.7707225433642695,-1.5476325401776263
US1101221083,BMY,Bristol-Myers Squibb Company,Healthcare,0.3112182280881989,0.4862250900108421,-0.228284031134305,-0.7422800633687963,-0.1141181027855724
US3755581036,GILD,"Gilead Sciences, Inc.",Healthcare,-0.0750490747042604,1.0035735742619565,0.1258897254228145,-0.5201882676534926,0.5684052605679228
IE00BTN1Y115,MDT,Medtronic plc,Healthcare,-0.5460471158744705,-0.07962998833566,0.1798366078759151,-0.1903713453654499,0.9333285491729728
DE0005557508,DTE.DE,Deutsche Telekom AG,Communication Services,-0.1494371615834247,1.2351227192377137,-0.1642360402457755,0.0843887289613685,1.3157266370163656
CH0244767585,UBSG.SW,UBS Group AG,Financial Services,-0.3369686375246034,0.8343496674076822,-0.1171190346408668,0.6148402613215604,0.2070676830805834
US0404132054,ANET,Arista Networks Inc,Technology,1.846099715012003,1.609907580403211,0.4337479540648445,-0.5374645260160245,-1.9409429714170536
US92532F1003,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,0.3158009541968917,-0.4441813497050235,0.9339051316524792,-0.979113707077786,0.2725538273386439
JP3788600009,6501.T,"Hitachi, Ltd.",Industrials,-0.2548682050826344,0.9176534769443692,0.1460042623612223,-0.4187475131300573,-1.8165679111897997
US74340W1036,PLD,"Prologis, Inc.",Real Estate,-0.3010710765729678,-0.7064023082318369,0.4342417147354674,-0.5436709088391549,0.2705790135401129
US5717481023,MMC,"Marsh & McLennan Companies, Inc.",Financial Services,-0.0556154744652786,-0.3956809007546357,0.3022349423772602,-0.535291970612956,1.3157266370163656
CH0044328745,CB,Chubb Limited,Financial Services,-0.2550130419762232,-0.3593787000342555,0.2491973513880786,0.5328714519162503,0.977221250457019
CH0210483332,CFR.SW,Compagnie Financière Richemont SA,Consumer Cyclical,-0.0776097075796158,1.0874278150379155,-0.0657273036719804,-0.5607217147075136,-0.2689607156956372
NL0000235190,AIR.PA,Airbus SE,Industrials,0.0280995220497724,0.3244253027678883,0.0026433349225072,-0.5772004254879508,0.502573627549749
US0326541051,ADI,"Analog Devices, Inc.",Technology,-0.3508574956753209,-0.4574246041104785,0.2550131994844845,-0.6291805816254489,-0.4412655999592815
US48251W1045,KKR,KKR & Co. Inc.,Financial Services,-0.4206131231048481,1.8379530919076013,0.1392054575197657,-0.6203964401682778,-0.5987751872673323
JP3970300004,6098.T,"Recruit Holdings Co., Ltd.",Communication Services,0.8258721018972841,1.618496296903863,0.1506172799061044,-0.7423466266631022,-1.1496038052125732
FR0000120073,AI.PA,L'Air Liquide S.A.,Basic Materials,-0.1185955995397302,-0.4190983811569548,0.1588362367259184,-0.4700252883266588,1.011161378177536
CA8911605092,TD,The Toronto-Dominion Bank,Financial Services,-0.5710496530470341,-0.5479758017186764,-0.2652819253219345,0.1965186190076362,0.914467134845316
US5951121038,MU,"Micron Technology, Inc.",Technology,-1.3846414058122711,-0.5438915311770538,-0.3705089525515856,0.2476330916857322,-2.730794100496899
US9113121068,UPS,"United Parcel Service, Inc.",Industrials,0.0598011436433333,-1.018383946133538,0.2250256018754074,0.1143828720508863,-0.0993553724880534
US5398301094,LMT,Lockheed Martin Corporation,Industrials,-0.4687624990346287,-0.7209249266053186,0.714858042593404,-0.1533489930372901,0.8315880583612651
US36828A1016,GEV,GE Vernova Inc.,Utilities,1.0987566931402897,3.0472880563909968,-0.282861410567387,-0.8290195005431977,-3.148724207606451
US5128073062,LRCX,Lam Research Corporation,Technology,-0.5818289593471858,-0.6407608473603857,1.0836824363279818,-0.4554614602418764,-1.6338857029985592
JP3890350006,8316.T,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,-0.5316308496882934,1.113452076662384,-0.1549251409433653,0.4945163209601692,-0.7138057081479751
CA29250N1050,ENB.TO,Enbridge Inc.,Energy,-0.4464033582865807,0.9236420681073624,-0.076076425018689,-0.1616127755048278,1.3157266370163656
US4824801009,KLAC,KLA Corporation,Technology,0.1697833662623584,-0.5270863558915424,1.1882123710001928,-0.6278444818452005,-1.5345978208027165
US22788C1053,CRWD,"CrowdStrike Holdings, Inc.",Technology,0.731770221995224,1.2040765062575254,-0.7330946845859515,-1.1174901080115902,-1.959622423423446
US0367521038,ELV,"Elevance Health, Inc.",Healthcare,0.5192865777374003,-1.579647539354532,-0.0209692519800341,0.427212273059458,0.3695728626027207
US5738741041,MRVL,"Marvell Technology, Inc.",Technology,-0.329651971131271,1.9602899677534853,-0.3884191052518685,-1.11341732229533,-3.148724207606451
GB00B2B0DG97,REL.L,RELX PLC,Industrials,-0.0103022391266824,0.3045922102788976,0.4925842447725126,-0.9358279942161116,1.2067076963714054
US6541061031,NKE,"NIKE, Inc.",Consumer Cyclical,-0.1738747543340731,-1.058478019839683,0.5986005126904749,-0.3001017005306061,-0.4740496035137949
US21037T1097,CEG,Constellation Energy Corporation,Utilities,-0.1016272024315624,2.480240772161121,-0.1733656852028696,-0.7919588814206872,-3.148724207606451
FR0000120321,OR.PA,L'Oréal S.A.,Consumer Defensive,0.3837710593875321,-1.008687290394425,0.3948907953136464,-0.5404811754519985,0.4602917410051867
US02209S1033,MO,"Altria Group, Inc.",Consumer Defensive,0.0673387127368763,0.2933678004694697,-0.0689081617192347,0.5859432332472668,1.034425503986354
CH0012221716,ABBN.SW,ABB Ltd,Industrials,-0.568300933158004,0.1021589143493616,0.3963406948555739,-0.4884051281472318,0.513451408257238
US8425871071,SO,The Southern Company,Utilities,-0.4210446920962462,0.0672828968254516,-0.0294794935003301,-0.1262658353792071,1.0309151351750974
FR0000052292,RMS.PA,Hermès International Société en commandite par actions,Consumer Cyclical,1.5209340625110832,0.6244038398123187,0.4842624067057291,-0.939451979878306,0.2377735249161846
FR0000073272,SAF.PA,Safran SA,Industrials,0.1195608771998762,0.6182738353683356,-0.2777863674674785,-0.7172022580660538,0.7075635011928147
US45866F1049,ICE,"Intercontinental Exchange, Inc.",Financial Services,-0.5403702962000039,-0.1367050863136503,0.3038402407372845,-0.5433132527785591,1.146814103736087
JP3236200006,6861.T,Keyence Corporation,Technology,0.2541589788636434,-0.57555384591349,-0.6162473160464773,-0.7065952485457254,-0.9244626114803144
CH0011075394,ZURN.SW,Zurich Insurance Group AG,Financial Services,-0.555184286924667,0.3736164418341788,0.1510347842761733,0.1226942030171392,1.3157266370163656
US8243481061,SHW,The Sherwin-Williams Company,Basic Materials,0.0097652979288041,-0.3425055880733466,0.3701936389342116,-0.6596091635312018,0.6372369783887313
US58733R1023,MELI,"MercadoLibre, Inc.",Consumer Cyclical,1.8309431737708803,-0.2479792050473983,-0.6734641751182804,-0.8095827776106348,-1.0076598827361765
US70450Y1038,PYPL,"PayPal Holdings, Inc.",Financial Services,-0.3384758961681849,1.0372142202493213,0.2877777717693518,-0.0701809434237252,-0.5357995711614059
US29444U7000,EQIX,"Equinix, Inc.",Real Estate,-0.2522147525176434,-0.0406402542764903,-0.1199896842997341,-0.9016925717602182,0.2546303380759324
US03027X1000,AMT,American Tower Corporation,Real Estate,-0.505247270078315,-0.9453496115732432,-0.1324321287111115,-0.6875072243730262,0.2233063241207658
US7010941042,PH,Parker-Hannifin Corporation,Industrials,0.1833158312251702,0.6903520859297065,0.1483280148449549,-0.5246051633376332,0.2366379322084843
GB0007980591,BP.L,BP p.l.c.,Energy,0.9357652077644644,-0.579152237763452,-0.6637136688424042,0.5096414436241506,0.7448901478024748
US1255231003,CI,The Cigna Group,Healthcare,-0.2305978414674818,-1.1275573197843114,0.016560470563669,0.7304993042320719,0.3509555671471556
US4581401001,INTC,Intel Corporation,Technology,-1.100840861236137,-1.3684118385804798,-0.4314038183786812,-0.44254992216977,-2.3197739721650743
ES0144580Y14,IBE.MC,"Iberdrola, S.A.",Utilities,-0.2569063218446944,0.3306397438143915,-0.0362917696779904,0.2147381740306219,1.2673553867163798
US88579Y1010,MMM,3M Company,Industrials,-1.556531261871485,1.7695416972414235,-0.466934418588359,-0.3570242220315526,-0.3931498038572176
US0320951017,APH,Amphenol Corporation,Technology,0.317934087004863,0.2764379386033485,0.341976520895672,-0.6913881482727744,-0.2978481181996588
US94106L1098,WM,"Waste Management, Inc.",Industrials,-0.023356571201757,-0.1412875350797506,0.1326665252338162,-0.5854605379660003,0.8609047190569307
US26441C2044,DUK,Duke Energy Corporation,Utilities,-0.4625614248124857,0.0608450985122848,-0.1288970257173232,0.0318416956440375,1.1505381976553757
AU000000CSL8,CSL.AX,CSL Limited,Healthcare,-0.1646834184590137,-0.6624074609693159,,-0.6026276018554009,1.2106716954931451
CA11271J1075,BN.TO,Brookfield Corporation,Financial Services,-0.3369077165305726,1.4953112040997638,-0.471733671483842,,0.3260499306562931
ES0113900J37,SAN.MC,"Banco Santander, S.A.",Financial Services,-0.5250788727670603,0.5573156931982067,-0.2930015736815489,1.145069077326034,0.1532526943827923
US12572Q1058,CME,CME Group Inc.,Financial Services,-0.5230152252516963,0.1740364344299144,0.6520000196338083,-0.4272169243699358,1.156792317345432
FR0000121667,EL.PA,EssilorLuxottica Société anonyme,Healthcare,0.0747407148006032,0.9867376844892796,-0.0489069932654634,-0.6604570801792096,0.9778257016026431
LU1778762911,SPOT,Spotify Technology S.A.,Communication Services,1.5767136007268292,3.0472880563909968,-0.8394993836284401,-1.005266638493751,-1.0711567330119989
IE00BK9ZQ967,TT,Trane Technologies plc,Industrials,0.408403570424271,0.1215156798102179,0.2990641071502679,-0.6044026583775669,0.4340911401829627
US95040Q1040,WELL,Welltower Inc.,Real Estate,-0.5060676670517722,0.898746471592204,-0.0741087120331183,-0.8927368855232423,0.865357079653563
US1696561059,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,1.1717339858098212,-0.1592354710620946,0.1769562664317886,-0.8456655038909222,-0.1421637826574901
US6934751057,PNC,"The PNC Financial Services Group, Inc.",Financial Services,-0.5296537664474144,0.5632864789155572,0.3199738320732968,0.3545072434914858,0.4522385708732006
GB0002875804,BATS.L,British American Tobacco p.l.c.,Consumer Defensive,-1.4131738670047966,0.9432296540385844,-0.3304253513058035,0.1161119436259126,1.024649023496973
US6153691059,MCO,Moody's Corporation,Financial Services,-0.7913920092006546,0.237280430542845,0.8494777177761025,-0.8146858655170155,0.7568677658691946
US8716071076,SNPS,"Synopsys, Inc.",Technology,0.7123910794031362,-0.5434281381664912,0.5092687206647958,-0.8414827964800756,-0.8926575585004948
US1273871087,CDNS,"Cadence Design Systems, Inc.",Technology,0.6535291308543795,-0.1655349129752108,0.6539102661168559,-0.939656341459152,-0.8101875381725022
US58155Q1031,MCK,McKesson Corporation,Healthcare,1.8924842093051064,0.0116689338175186,0.1658903256555082,0.2524504897100103,0.2167055833925074
US98978V1035,ZTS,Zoetis Inc.,Healthcare,-0.0073771699229259,-0.846603807122015,0.6878121875904493,-0.6467164993986458,0.2963282202500235
HK0000069689,1299.HK,AIA,Financial Services,-0.8757453502665998,-0.6673623279699344,0.0647856491228092,-0.1118150158365086,-0.3744426105231043
US14040H1059,COF,Capital One Financial Corporation,Financial Services,-0.4753001101621821,1.591181647171127,0.201592498681453,0.589849607630182,-0.2444879602054243
AU000000NAB4,NAB.AX,National Australia Bank Limited,Financial Services,-0.5785311788791303,0.2167191412673528,0.0896676695821918,-0.3514873378441205,0.9696058853184004
US6200763075,MSI,"Motorola Solutions, Inc.",Technology,0.2207600161994743,0.5385452762783366,-0.148030623728648,-0.8123106283966133,1.0448572093025732
US03831W1080,APP,AppLovin Corporation,Technology,0.7211901697486185,3.0472880563909968,-0.6111813665963575,-1.0370628410526908,-3.148724207606451
