ISIN,Ticker,Unternehmensname,Sektor,Final Growth Score,Composite Momentum Score,Quality Score,Value Score,Min Volatility Score
US0028241000,ABT,Abbott Laboratories,Healthcare,-0.3772480463739459,0.187384999848842,0.4009552522916509,-0.2940860833935187,0.9511772442807672
CH0012032048,ROG.SW,Roche Holding AG,Healthcare,-0.8712777863760084,0.1284916715710213,1.0024913090762488,-0.1572617151961201,0.9946856485622158
US8835561023,TMO,Thermo Fisher Scientific Inc.,Healthcare,-0.4058623880193167,-0.4255996471185553,0.3699757674695787,-0.6081941535477224,0.782876090085793
GB0009895292,AZN.L,AstraZeneca PLC,Healthcare,0.1085077469945496,-0.5657452913553099,-0.0820968578729843,-1.0606246090320584,0.6080225665077471
US3696043013,GE,GE Aerospace,Industrials,-0.3244098445559302,1.418112328054005,-0.1880818064776682,-0.6824065081086144,-0.4890049188267405
US4592001014,IBM,International Business Machines Corporation,Technology,-0.5992390914323584,1.3741319788905977,-0.0083414287875771,-0.6241907822483247,0.2934735861716984
IE000S9YS762,LIN,Linde plc,Basic Materials,-0.1847641261439941,-0.6313733822366272,0.22978847604897,-0.5895185770955773,1.2912193133871406
US5801351017,MCD,McDonald's Corporation,Consumer Cyclical,-0.0424357690743169,-0.3813117623361743,0.2279347510996727,-0.5648346638657683,1.1273719191511626
US2546871060,DIS,The Walt Disney Company,Communication Services,-0.2340927379311947,0.4331381014815351,-0.1507463307810118,-0.3235480859491925,0.2202466890460037
FR0000121014,MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,0.6744436048462137,-0.5807277613720327,0.2671154938442095,-0.4554286663752954,-0.1051310156957348
US7134481081,PEP,"PepsiCo, Inc.",Consumer Defensive,-0.052316501308013,-0.9371616643057424,0.4347614334739413,-0.279924143818979,1.161950447743602
US46120E6023,ISRG,"Intuitive Surgical, Inc.",Healthcare,0.2287502183469016,1.073795527886595,0.7265650399837452,-1.107642267413757,0.1244232713433017
CH0012005267,NOVN.SW,Novartis AG,Healthcare,-1.1545011322224914,-0.4285939728408223,0.7339255431793684,0.0131779403298798,1.2578914967821004
US38141G1040,GS,"The Goldman Sachs Group, Inc.",Financial Services,-0.6542175540858024,1.7705393126679525,-0.1480978198275605,0.0578206275993974,0.0770975172621677
US7181721090,PM,Philip Morris International Inc.,Consumer Defensive,-0.4400237962742756,0.886790251514496,0.4444941005414048,-0.3596083573493674,0.7819578221478237
GB00BP6MXD84,SHEL.L,Shell plc,Energy,0.9123388367029064,-0.1554321435793252,-0.4899637824603662,0.3195394590289186,1.0665292287823938
JP3633400001,7203.T,Toyota Motor Corporation,Consumer Cyclical,-0.0716782651781291,-0.4644720066605801,-0.1903602211990805,1.3645338294676346,-1.2125314237644345
US00724F1012,ADBE,Adobe Inc.,Technology,0.0762423057351582,-1.5648464261654302,1.150404683877454,-0.6413129777525115,-1.0553361645213843
US7475251036,QCOM,QUALCOMM Incorporated,Technology,-0.6706793758280977,-0.2122495504356485,1.03502371509279,-0.1508055761987376,-1.1911822347274816
US1491231015,CAT,Caterpillar Inc.,Industrials,0.6408568852580218,-0.0349731837439374,0.1656292179941865,-0.0961264969080431,0.0655870740275816
GB0005405286,HSBA.L,HSBC Holdings plc,Financial Services,-0.7088514656181364,1.6580179240762185,-0.034728233073303,,0.7096157643739456
US0079031078,AMD,"Advanced Micro Devices, Inc.",Technology,0.313716001643689,-1.6301860664804018,0.6300287769919513,-0.8376394232115696,-2.201258614681824
US0258161092,AXP,American Express Company,Financial Services,-0.1497124919481574,1.2506374231797637,0.2178571995754025,-0.3547202718928435,0.4214573805759317
US00206R1023,T,AT&T Inc.,Communication Services,-0.6357267549860621,1.1875499234911588,-0.4717501766701273,0.9402875821773686,0.7989806845152688
CA7800871021,RY.TO,Royal Bank of Canada,Financial Services,-0.6485632405560463,0.6556682548737075,-0.0997942659386373,0.0534977962764373,1.2912193133871406
US92343V1044,VZ,Verizon Communications Inc.,Communication Services,-0.8528121168015395,-0.5151061658563147,0.01917529780079,1.382199831006896,0.8834737045866998
US6174464486,MS,Morgan Stanley,Financial Services,-0.6617633024148601,2.022921042484225,-0.0588238132623603,-0.0966617387158114,0.0734238214056535
US75513E1010,RTX,RTX Corporation,Industrials,-0.1573311317122492,0.7128748660013551,-0.174290190046559,-0.3225913007414352,1.0347820469240665
US4612021034,INTU,Intuit Inc.,Technology,0.258827419175457,-0.7696912585012456,0.4416088893965537,-0.8244327319369826,-0.1019268280077364
AU000000CBA7,CBA.AX,Commonwealth Bank of Australia,Financial Services,-0.8012551650801376,1.0016424593441453,0.3429610190590052,-0.5845296271966618,0.9683343525522548
US78409V1044,SPGI,S&P Global Inc.,Financial Services,-0.2206432883571325,0.0866551512596591,0.9489736909860638,-0.7946212897547555,1.2506709144730697
US8825081040,TXN,Texas Instruments Incorporated,Technology,0.3059709993959668,-0.615844637695858,1.1892438840087691,-0.739318459376243,-0.1687662545494645
US69608A1088,PLTR,Palantir Technologies Inc.,Technology,1.3640815121358327,2.1413231128107637,-1.0306761732810028,-1.281823273939585,-2.310376344517428
DE0007236101,SIE.DE,Siemens Aktiengesellschaft,Industrials,-0.3079173426107039,0.6144749165654372,0.0685770917338396,-0.1698638561710743,0.3178487630704758
US09857L1089,BKNG,Booking Holdings Inc.,Consumer Cyclical,1.9678296892254288,1.0376273970659664,-0.6312697622160754,-0.6114601254173163,0.0309009146552476
US09290D1019,BLK,"BlackRock, Inc.",Financial Services,-0.5501009742698463,0.9590564017670018,0.6192027841347056,-0.4590813008613619,0.8549913227514798
US1729674242,C,Citigroup Inc.,Financial Services,-0.3189810608835054,1.68330822130131,-0.2312793664884634,0.7830194991083825,0.0717205706382167
US9078181081,UNP,Union Pacific Corporation,Industrials,-0.3200597015048508,-0.5178856572321264,0.7209484368632563,-0.3845345154810837,0.8303385840353231
US7170811035,PFE,Pfizer Inc.,Healthcare,-0.6718167540187192,-0.5860617084002737,0.1610617178493613,0.2134759372036039,0.4537993387700004
US0311621009,AMGN,Amgen Inc.,Healthcare,-0.7460824053533412,-0.7203571178558527,0.56505822955799,-0.4544548399813954,0.1817806008362025
US1011371077,BSX,Boston Scientific Corporation,Healthcare,0.0275050966269078,1.497268031087766,-0.1004002030279288,-0.95151463778416,1.167651641495036
US5486611073,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,-0.5394021510447026,-0.0823307140958811,0.4111982749256237,-0.3188723680684017,0.6229905828995945
US2358511028,DHR,Danaher Corporation,Healthcare,-0.4520768278484285,-1.2389441559016372,0.4058436112595028,-0.6018557875141191,0.3849394363185876
US65339F1012,NEE,"NextEra Energy, Inc.",Utilities,-0.3226207333475007,-0.0765684044874474,0.0534423258017184,-0.1628774138071989,0.1256694822644851
US20030N1019,CMCSA,Comcast Corporation,Communication Services,-0.4191702279735094,-1.3125713348392352,0.0174801150985716,1.5885817595708671,0.1513036768226842
US7433151039,PGR,The Progressive Corporation,Financial Services,-0.4327661278348526,0.1056473061265249,0.176918674164287,-0.0352412563960279,0.760843596225145
US4385161066,HON,Honeywell International Inc.,Industrials,-0.4591321746149983,0.1474929727648367,0.5291300058256787,-0.438581276479598,1.0707137955787869
US0382221051,AMAT,"Applied Materials, Inc.",Technology,-0.0281292194528531,-0.912758109642239,1.165319947796505,-0.3330260018816291,-1.803561078514166
GB00B10RZP78,ULVR.L,Unilever PLC,Consumer Defensive,-0.2850641786897847,-0.0849529134647186,0.4336640124470948,-0.9932799160441484,1.2912193133871406
CA82509L1076,SHOP.TO,Shopify Inc.,Technology,-0.1163518858127045,2.109155843400516,-0.6758397224639604,-1.1714053192503098,-2.310376344517428
JP3902900004,8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,-0.7031485601469648,1.2482543471248302,0.0096269147749847,,-0.9783620388919304
JP3435000009,6758.T,Sony Group Corporation,Technology,-0.3952446366293511,0.9514322939745026,0.2055530990679326,0.0397702704917564,-0.5217120450630542
US8725401090,TJX,"The TJX Companies, Inc.",Consumer Cyclical,1.7636388752468342,0.355900263732169,-0.0808506393407716,-0.5845489722357218,1.194481684433661
FR0000121972,SU.PA,Schneider Electric S.E.,Industrials,0.1084389652893206,0.1621534450205848,0.1979435474966192,-0.5686117790636687,-0.0147888377994666
US8636671013,SYK,Stryker Corporation,Healthcare,0.0299711449265457,0.1201428156609097,0.1745793138718398,-0.8034684146787425,0.9981014213987436
US09260D1072,BX,Blackstone Inc.,Financial Services,-0.6485947230441527,1.2363922696781864,0.2564132084522909,-0.8812223585651449,-0.2289284116641752
US20825C1045,COP,ConocoPhillips,Energy,1.6141416731338398,-1.0308476280546826,-0.2777795977960379,0.6602439764004286,0.572515528981923
US8085131055,SCHW,The Charles Schwab Corporation,Financial Services,-0.3176094408804911,0.9937799784726356,0.4270063864314105,-0.0784606775309589,0.0996006879196944
IE00B8KQN827,ETN,Eaton Corporation plc,Industrials,0.0804287888573986,0.0790904967665679,0.2192086855825894,-0.6519733011157421,-0.5300887542184514
US0970231058,BA,The Boeing Company,Industrials,0.7359165213289611,-0.6679969428970909,-0.3533552736716893,-1.222747493730039,-0.4600370358278374
DE0008404005,ALV.DE,Allianz SE,Financial Services,-0.7536740817163544,0.5706326198974615,0.1201977588963975,,1.2912193133871406
US90353T1007,UBER,"Uber Technologies, Inc.",Technology,2.366676078268552,-1.0509655994426943,-1.3481979058060032,-0.6372135649569515,-1.445812820337831
FR0000120271,TTE.PA,TotalEnergies SE,Energy,0.7877604594446064,-0.7258789760010002,-0.3318272295463479,2.017333052270971,0.9547588585911834
US2441991054,DE,Deere & Company,Industrials,-0.1769166981844156,1.019026042304811,0.184296524545786,-0.174558645696939,0.2915421005217672
US8725901040,TMUS,"T-Mobile US, Inc.",Communication Services,-0.1166244008279812,1.0640713266609785,-0.1915042145249794,-0.2826348208885873,0.942764890570722
US8552441094,SBUX,Starbucks Corporation,Consumer Cyclical,0.1368479939154818,0.3890977573037961,0.0077865895787172,-0.6838296470851524,-1.2670779553371647
AU000000BHP4,BHP.AX,BHP Group Limited,Basic Materials,-1.4434747906923464,-0.5033087332770154,0.7307924293794893,0.2180728664739478,0.7876380689795829
US3377381088,FI,"Fiserv, Inc.",Technology,-0.1907020638462698,1.2477776110393624,0.0414629785587193,-0.5397500522609557,1.0309255738405447
US0530151036,ADP,"Automatic Data Processing, Inc.",Technology,-0.3549431329599498,0.3914031200695563,0.859192057958229,-0.6932668509468283,1.2912193133871406
FR0000120578,SAN.PA,Sanofi,Healthcare,-0.784776042914568,0.1474872118056496,0.3731838110734413,,1.102899020881959
US6974351057,PANW,"Palo Alto Networks, Inc.",Technology,1.161344528554969,-0.0023679689802957,-0.923164489914305,-0.8316677819439601,-1.8796112777500589
US1101221083,BMY,Bristol-Myers Squibb Company,Healthcare,0.2686922641800928,0.6080623986118114,-0.3126871042538112,-0.6853283428354667,-0.1814794773521152
US3755581036,GILD,"Gilead Sciences, Inc.",Healthcare,-0.175363459721288,1.2053259184312797,0.1503805517515423,-0.5411069175482554,0.5392780105607855
IE00BTN1Y115,MDT,Medtronic plc,Healthcare,-0.688164303282695,-0.0457895477620208,0.1923194723963208,-0.1394674695519067,0.9865438991287316
DE0005557508,DTE.DE,Deutsche Telekom AG,Communication Services,-0.1415334422420164,1.4725030816751108,-0.2775506283462854,0.2247551363438339,1.2912193133871406
CH0244767585,UBSG.SW,UBS Group AG,Financial Services,0.1113866126998465,1.0100450200300202,-0.1185842355027031,0.4689968394078049,0.2414191696377605
US0404132054,ANET,Arista Networks Inc,Technology,1.8206468164314151,1.8858010054055692,0.6104374040267463,-0.5538989990190086,-2.288006626182925
US92532F1003,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,0.3739512353975203,-0.4671282350410087,1.1205403145285242,-1.055124322556369,0.2457446491784796
JP3788600009,6501.T,"Hitachi, Ltd.",Industrials,-0.1054998748492215,1.1052352377160424,0.1600695692779556,-0.3757486880726741,-2.148153781577187
US74340W1036,PLD,"Prologis, Inc.",Real Estate,-0.3025521732888747,-0.7695351739623073,0.4459457483741819,-0.5657910935205923,0.2061404548447459
US5717481023,MMC,"Marsh & McLennan Companies, Inc.",Financial Services,-0.1055348479678607,-0.41099790733247,0.3760225018765957,-0.5240805362714178,1.2912193133871406
CH0044328745,CB,Chubb Limited,Financial Services,-0.2162555834637162,-0.3690748120061723,0.2918877229267385,0.733228356089318,1.037474952462899
CH0210483332,CFR.SW,Compagnie Financière Richemont SA,Consumer Cyclical,-0.0297493809962348,1.3027645653210662,-0.0966447422605229,-0.5862705372651147,-0.3852958056887613
NL0000235190,AIR.PA,Airbus SE,Industrials,0.169331263123286,0.432682806550094,0.0145381695415029,-0.606115136502384,0.4902674394629047
US0326541051,ADI,"Analog Devices, Inc.",Technology,-0.2244072323261921,-0.4825522483547631,0.3054383950029231,-0.6761323599228165,-0.5655368116192769
US48251W1045,KKR,KKR & Co. Inc.,Financial Services,-0.334880746258607,2.045640185521667,0.1268544498954258,-0.7291222564577002,-0.6561817030963691
JP3970300004,6098.T,"Recruit Holdings Co., Ltd.",Communication Services,1.0397372372658524,1.579130306660654,0.2077874414042532,-0.8018175932411218,-1.3912950672936966
FR0000120073,AI.PA,L'Air Liquide S.A.,Basic Materials,-0.1624307017373037,-0.4377254627343926,0.180633172223505,-0.468764845376752,1.0628415062027403
CA8911605092,TD,The Toronto-Dominion Bank,Financial Services,-0.7172662811912675,-0.586652550190826,-0.242246971459461,0.6103867532905423,0.9693980450052772
US5951121038,MU,"Micron Technology, Inc.",Technology,-0.6857124800097756,-0.5820319880117502,-0.4199649022904321,0.4476459432884823,-2.310376344517428
US9113121068,UPS,"United Parcel Service, Inc.",Industrials,0.0945034384003152,-1.1297191014014396,0.1603397297269629,0.223226215381941,-0.2326312981372921
US5398301094,LMT,Lockheed Martin Corporation,Industrials,-0.5811701165882989,-0.787130099756715,0.706412805989315,-0.1361937327842597,0.8722800789501255
US36828A1016,GEV,GE Vernova Inc.,Utilities,1.5774881238870646,2.1413231128107637,-0.4460704698499934,-0.9005765061465503,
US5128073062,LRCX,Lam Research Corporation,Technology,-0.5556710555125925,-0.5512261613398134,1.1498340321603593,-0.4415915334589203,-1.959160858225604
JP3890350006,8316.T,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,-0.6393618184159042,1.588983143327921,-0.3165613742451493,,-0.9023906686057172
CA29250N1050,ENB.TO,Enbridge Inc.,Energy,-0.5846871738443733,1.112733815977926,-0.1440279083608791,-0.0868940971639535,1.2912193133871406
US4824801009,KLAC,KLA Corporation,Technology,0.0989006552207025,-0.5629518506988674,0.91095652755684,-0.6516538808427107,-1.828148132829713
US22788C1053,CRWD,"CrowdStrike Holdings, Inc.",Technology,1.0653725892539028,1.2679010014653038,-0.856834030448834,-1.2460143599050633,-2.310376344517428
US0367521038,ELV,"Elevance Health, Inc.",Healthcare,0.6324770110161109,-1.5250958725015633,-0.0332511465683727,0.5608489717325736,0.3625121606824121
US5738741041,MRVL,"Marvell Technology, Inc.",Technology,-0.081446972527147,1.9918243211605315,-0.4816094688210922,-1.240252578048794,-2.310376344517428
GB00B2B0DG97,REL.L,RELX PLC,Industrials,-0.0090156084785746,0.3981704989343428,0.6539023998728484,-1.0386308174049874,1.2912193133871406
US6541061031,NKE,"NIKE, Inc.",Consumer Cyclical,-0.0792216900995589,-1.1758335366802275,0.7742661303312697,-0.358182874638242,-0.5673003602235341
US21037T1097,CEG,Constellation Energy Corporation,Utilities,-0.1258372300088621,2.1413231128107637,-0.2185468200369792,-0.7352750863135363,-2.310376344517428
FR0000120321,OR.PA,L'Oréal S.A.,Consumer Defensive,0.4299532700073741,-1.1185799922103796,0.4890903224419716,-0.5796187222754995,0.4906978024958903
US02209S1033,MO,"Altria Group, Inc.",Consumer Defensive,-0.0191956994754053,0.3843139953176527,0.1561712485973539,0.8112446999824756,1.1006359796891958
CH0012221716,ABBN.SW,ABB Ltd,Industrials,-0.663276572915507,0.1638358440566431,0.5165174304574375,-0.5003900597361561,0.5065272068814065
US8425871071,SO,The Southern Company,Utilities,-0.5488936348460471,0.1233321555026902,-0.1011536897629813,-0.0594122107289681,1.1038529418281864
FR0000052292,RMS.PA,Hermès International Société en commandite par actions,Consumer Cyclical,1.5608496891734218,0.7662662623253169,0.6447466332639887,-1.038842170735327,0.1995554640312539
FR0000073272,SAF.PA,Safran SA,Industrials,0.2601420330933614,0.7605324453760054,-0.3628115451888887,-0.7701141956047042,0.7244335404826305
US45866F1049,ICE,"Intercontinental Exchange, Inc.",Financial Services,-0.6132627554887962,-0.1119590483900213,0.3577523428492489,-0.5765481199039135,1.2179905401523643
JP3236200006,6861.T,Keyence Corporation,Technology,0.3413804076720646,-0.6203885580738528,-0.0846782023999721,-0.7950790241665221,-1.1509964771866723
CH0011075394,ZURN.SW,Zurich Insurance Group AG,Financial Services,-0.6890257506921674,0.4776944422793137,0.1658558971629107,0.2683549559814894,1.2912193133871406
US8243481061,SHW,The Sherwin-Williams Company,Basic Materials,0.0317607946107875,-0.3495372366928566,0.3636637350973583,-0.6976069578942861,0.6587417315923092
US58733R1023,MELI,"MercadoLibre, Inc.",Consumer Cyclical,1.9607444188015832,-0.2407617759871695,-0.6657481892790484,-0.8620770790510515,-1.229161266670697
US70450Y1038,PYPL,"PayPal Holdings, Inc.",Financial Services,-0.4254300227427215,1.2439369222725212,0.3799663135401557,-0.1430094855647227,-0.610884846945051
US29444U7000,EQIX,"Equinix, Inc.",Real Estate,-0.1980985349590294,-0.0003746975144754,-0.1817092699668832,-0.9881886110200476,0.2162019639498026
US03027X1000,AMT,American Tower Corporation,Real Estate,-0.6378051580485972,-1.045950678221663,0.0490129404309039,-0.7266253189682892,0.1846164440957101
US7010941042,PH,Parker-Hannifin Corporation,Industrials,0.2018057523959252,0.843499274643637,0.1831861790059122,-0.5651614025575898,0.2028923329207135
GB0007980591,BP.L,BP p.l.c.,Energy,1.1052766388065702,-0.6224832572110518,-0.8746326404054425,0.4492520033859615,0.6960912732145371
US1255231003,CI,The Cigna Group,Healthcare,-0.2588285213937962,-1.2562928939887057,-0.0043300403417877,0.8388671112639658,0.3235238455630235
US4581401001,INTC,Intel Corporation,Technology,-0.6857124800097756,-1.327686376304606,-0.5465415395914687,-0.275504861307259,-2.310376344517428
ES0144580Y14,IBE.MC,"Iberdrola, S.A.",Utilities,-0.3779614714900783,0.4276832758306126,-0.0894197708153327,,1.2912193133871406
US88579Y1010,MMM,3M Company,Industrials,-1.2751258767468283,1.3602301306011255,-0.4882395213883459,-0.3270281438545523,-0.518082244374162
US0320951017,APH,Amphenol Corporation,Technology,0.3758549337181692,0.3650864715753746,0.4463153237892488,-0.7520469117490709,-0.4150814883963759
US94106L1098,WM,"Waste Management, Inc.",Industrials,0.0036839467980255,-0.1168984725875645,0.1610582423036624,-0.6060098417360418,0.9077790447603578
US26441C2044,DUK,Duke Energy Corporation,Utilities,-0.6029405111817239,0.1159972351349881,-0.2344269835875731,0.1672151466946886,1.2096046879645277
AU000000CSL8,CSL.AX,CSL Limited,Healthcare,-0.1203920911228469,-0.7194456497148345,0.2693572314727697,-0.6646892597227305,1.2912193133871406
CA11271J1075,BN.TO,Brookfield Corporation,Financial Services,-0.2989897456825928,1.7730374542882543,-0.7565649955789009,,0.3256463753777005
ES0113900J37,SAN.MC,"Banco Santander, S.A.",Financial Services,-0.6207686766611461,0.689642531629572,-0.5142004848133739,,0.2870513256906832
US12572Q1058,CME,CME Group Inc.,Financial Services,-0.6884134144144346,0.247494242970529,0.6542673387755933,-0.3957543200419486,1.2396978392624562
FR0000121667,EL.PA,EssilorLuxottica Société anonyme,Healthcare,0.1005255534165376,1.1858212191628563,-0.0800022669367003,-0.6915296202440682,1.039032313964865
LU1778762911,SPOT,Spotify Technology S.A.,Communication Services,0.9783172920453388,2.1413231128107637,-0.9069662367299416,-1.1324884912634552,-1.0791860704669722
IE00BK9ZQ967,TT,Trane Technologies plc,Industrials,0.49222615769994,0.1860201749206259,0.2608480443236963,-0.6524837582082459,0.4175508495610172
US95040Q1040,WELL,Welltower Inc.,Real Estate,-0.4768077980464289,1.0836437216371562,-0.1290999623078184,-0.9724793944566869,0.9315105348968024
US1696561059,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,1.6820682673895977,-0.1376426940463984,0.0076720141944057,-0.9493822218893002,-0.3283621243510976
US6934751057,PNC,"The PNC Financial Services Group, Inc.",Financial Services,-0.5693398418962166,0.6962966612657473,0.3495854157501822,0.5460276125014377,0.4361857357952551
GB0002875804,BATS.L,British American Tobacco p.l.c.,Consumer Defensive,-1.3200685112968489,1.1351781005224502,-0.4700357754598238,0.315001456184597,1.089118719324215
US6153691059,MCO,Moody's Corporation,Financial Services,-0.8782453948796338,0.3197282664928392,0.8134261256565596,-0.8918772440970383,0.7778129062202628
US8716071076,SNPS,"Synopsys, Inc.",Technology,0.8950936533831825,-0.5810819071114622,0.6375898237208576,-0.9209526835004416,-1.120757935958321
US1273871087,CDNS,"Cadence Design Systems, Inc.",Technology,0.8100477977037767,-0.1444597390724781,0.8419721303253987,-1.037259260177947,-1.017691460507789
US58155Q1031,MCK,McKesson Corporation,Healthcare,1.640607520968015,0.059679020378296,-0.053399814763869,0.0823804867884726,0.1224362363713343
US98978V1035,ZTS,Zoetis Inc.,Healthcare,-0.0070678805192702,-0.9313834035746872,0.8866580081602351,-0.6834675815745699,0.2527069749357826
HK0000069689,1299.HK,AIA,Financial Services,-0.8038938442345489,-0.7242096228030859,0.0753052714401138,-0.0656773137585211,-0.5267224461674042
US14040H1059,COF,Capital One Financial Corporation,Financial Services,-0.4517546025881715,1.838891503217129,0.2092269856918301,0.8307086371597843,-0.3423863204578727
AU000000NAB4,NAB.AX,National Australia Bank Limited,Financial Services,-0.8003038624400323,0.2963253190475551,-0.0137627088158434,-0.0892538534511148,1.0446366542937895
US6200763075,MSI,"Motorola Solutions, Inc.",Technology,0.2207919927536869,0.6675596093165311,0.0340775919078758,-0.8708455948080914,1.128775894319605
US03831W1080,APP,AppLovin Corporation,Technology,1.204716470278666,2.1413231128107637,-0.6876718218093328,-1.146979384696861,-2.310376344517428
US67103H1077,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,0.4526956414241874,0.4200652117658939,0.2398427609467406,-0.6991009610848737,0.9476883438147976
